userID1,userID2,user1Follows2,user2Follows1,numberOfMentions,NumberOfReplies,NumberOfRetweets,TrustScore
12949,3352,1,1,4,2,0,3
14082,12487,1,1,4,0,0,2
14540,13704,0,1,1,0,0,1
13140,12959,0,1,0,0,0,1
14105,5649,0,1,0,0,1,1
13140,11625,0,1,0,0,0,1
7002,10798,1,0,1,0,0,2
11772,8751,1,1,1,0,1,2
4972,9906,1,0,1,0,0,2
13140,9128,0,1,0,0,0,1
3230,747,1,1,1,0,0,2
14255,506,1,1,0,0,2,2
11252,11674,1,1,2,1,0,2
4369,4471,1,1,1,0,0,2
12144,13861,0,1,1,0,0,1
2604,254,1,1,1,3,1,3
13140,3082,0,1,0,0,0,1
1690,9767,0,1,0,1,0,1
13140,426,1,1,0,0,71,4
10182,5918,1,1,2,5,8,4
8669,10343,1,0,5,1,0,2
11061,13103,0,1,1,0,0,1
10182,5741,1,1,4,1,13,4
702,6406,0,1,0,0,1,1
4174,8196,1,1,2,0,0,3
2532,1366,1,1,0,0,1,2
7899,13307,1,1,0,2,0,2
13140,4439,1,1,0,0,0,2
3552,11370,1,1,2,0,0,2
13140,13046,1,1,0,0,0,2
10487,10368,1,1,3,0,0,2
14082,12845,1,1,0,1,0,2
5427,12730,1,1,0,0,2,2
12144,8300,1,1,4,3,0,3
13140,12933,1,0,0,0,0,1
13140,10976,0,1,0,0,0,1
14255,10664,1,1,2,2,0,2
14540,7175,1,1,0,0,0,2
12307,7939,1,1,4,22,1,4
12392,3261,0,1,2,0,2,2
2604,6803,1,1,3,0,24,4
10487,12615,1,1,2,0,0,2
13140,10348,1,1,0,0,3,3
1676,3406,1,1,0,0,11,4
10193,9894,1,1,20,1,7,4
4139,12606,1,1,0,0,1,1
10134,4621,0,1,1,0,0,1
2823,12980,1,0,5,0,0,2
12046,3734,1,0,0,0,0,1
14082,722,1,0,1,0,1,2
11252,8045,1,1,0,0,1,2
7283,10881,1,0,1,2,0,2
4194,12660,1,1,2,0,0,2
2604,12628,1,0,0,1,0,2
2604,1554,1,1,45,12,0,4
10182,14316,1,0,0,0,2,2
1875,5696,1,1,0,0,1,2
2661,9890,0,1,0,0,1,1
202,2805,1,1,1,0,0,2
2401,4575,1,0,23,0,0,4
8669,14556,1,0,3,1,0,2
12916,14156,0,1,0,0,0,1
13140,12343,1,0,0,0,0,1
3743,3742,1,1,7,0,2,3
13140,4440,1,0,0,0,0,1
4139,178,1,0,6,0,2,3
12229,9597,1,1,2,0,0,2
6435,10267,0,1,0,3,0,1
14598,13323,1,1,0,0,0,2
5503,14528,1,1,45,0,139,4
14029,7880,0,1,0,0,3,2
11252,9595,1,1,2,16,0,4
12990,14029,1,1,0,1,1,2
7232,350,1,1,9,0,0,3
4139,1080,1,0,1,0,0,2
3230,4773,1,1,1,0,3,3
8320,13414,0,1,9,0,0,2
5596,4158,1,1,1,0,0,2
11772,6834,1,1,3,0,0,2
14540,8898,1,0,2,0,0,2
12392,10828,0,1,0,0,1,1
2604,12726,1,1,3,7,0,4
14082,1723,1,1,2,0,0,2
10193,7804,1,1,10,5,4,4
12929,255,0,1,0,0,1,1
11620,11537,1,0,0,0,1,2
12082,6769,0,1,0,1,2,2
13140,8855,1,0,0,0,0,1
1352,14042,1,0,3,0,0,2
12949,13623,1,1,0,1,0,2
10193,5073,0,1,0,0,2,1
14540,12410,0,1,0,0,0,1
2584,6697,1,1,5,0,0,4
10193,1265,1,1,3,0,4,3
11252,1272,1,1,1,0,0,2
1568,14400,1,1,1,0,0,2
8648,7918,1,1,305,24,5,4
4972,9959,1,1,0,5,0,4
14116,14427,1,0,7,0,0,4
11772,6209,1,1,0,0,8,4
1875,2998,1,0,5,0,0,2
14105,4486,1,1,1,0,0,2
12916,5553,0,1,0,0,0,1
9291,10193,1,1,2,0,0,2
2604,6970,1,1,0,0,2,2
12506,5519,1,0,1,0,0,2
5427,3915,0,1,0,0,1,1
13140,6121,0,1,0,0,0,1
9662,4777,1,1,30,0,112,4
2661,6476,0,1,0,1,1,1
11252,9641,1,1,0,0,2,2
14082,12961,0,1,0,0,4,2
8669,4585,0,1,0,0,2,1
13140,4015,1,1,0,0,0,2
14082,7804,1,1,0,0,1,2
3230,5853,0,1,1,1,3,2
7791,5116,1,1,0,1,0,2
13140,8852,0,1,0,0,0,1
8669,1265,1,1,4,3,5,4
13140,10935,1,1,0,0,0,2
8811,747,1,1,1,9,0,3
14540,2945,1,1,0,0,3,4
10182,14081,1,1,1,1,2,3
10182,6990,1,1,0,0,4,3
3230,13623,1,1,0,0,0,2
14029,290,1,1,0,0,2,2
14105,10527,0,1,0,0,1,1
2584,2804,1,0,0,3,0,2
12916,14426,0,1,0,0,0,1
1875,383,1,0,2,0,0,2
14105,12940,1,0,1,0,0,2
3872,6697,1,1,1,0,0,2
13140,1343,1,0,0,0,0,1
12916,4245,0,1,0,0,0,1
10134,3911,1,1,0,3,0,3
2604,12980,1,1,1,0,0,1
7614,1613,1,0,1,0,0,2
13140,12016,1,1,0,0,0,2
1517,5555,1,0,1,0,0,2
14116,12894,1,0,65,0,0,4
6847,6610,1,1,0,1,2,3
12894,8699,0,1,0,3,0,1
3230,8181,1,1,0,0,0,2
12916,181,0,1,0,0,0,1
12917,4561,1,0,1,0,1,2
12912,8524,1,1,3,1,24,4
14255,13085,1,1,3,0,1,3
5427,2036,1,0,1,0,0,2
6435,12674,1,1,7,0,0,3
10182,10440,1,0,3,0,3,4
12392,5741,0,1,2,0,0,1
8811,9721,1,0,2,2,0,2
13140,2236,0,1,0,0,0,1
8811,206,1,1,3,0,1,3
3766,180,1,0,1,0,0,2
157,11009,1,0,0,1,0,2
2629,13920,1,1,9,0,1,3
10182,13884,1,1,0,3,5,4
4972,14470,1,0,2,0,0,2
1937,11674,1,1,4,0,3,3
4972,13121,1,0,1,0,0,2
4621,4515,1,1,1,0,0,2
2335,2947,1,1,1,0,0,2
11909,2600,1,1,2,0,1,2
14082,4515,1,1,1,8,6,4
14540,2373,1,1,0,2,1,1
2401,13325,1,0,1,0,0,2
13140,6652,1,0,0,0,0,1
13140,11733,1,0,0,0,0,1
4139,12261,1,1,0,1,0,2
8320,489,1,1,0,0,1,2
12506,13768,1,1,1,0,2,3
10182,7638,1,1,0,0,1,2
13140,12780,0,1,0,0,0,1
3552,179,1,0,1,0,0,1
10193,2411,1,1,1,0,0,2
14540,1265,1,1,2,1,1,3
3552,12769,1,1,0,0,1,2
12146,134,1,0,0,0,1,2
12483,233,1,1,0,6,0,3
10182,13889,1,1,8,3,4,4
4139,116,0,1,0,1,1,1
1517,13694,1,0,0,1,0,2
14540,8920,1,1,1,0,0,2
13140,13201,0,1,0,0,0,1
14082,13081,1,0,2,2,0,2
4139,180,1,1,916,0,24,4
13140,8365,1,1,0,0,0,3
10182,13461,1,1,76,4,636,4
14540,510,0,1,0,0,0,1
2604,1044,1,1,2,1,1,3
9591,7365,1,1,1,0,0,1
7232,13002,1,1,151,110,102,4
12916,14480,1,1,0,0,0,2
8320,5407,0,1,1,1,1,1
3230,813,1,1,0,0,0,1
11620,13768,1,1,1,0,4,3
14105,927,1,0,1,0,0,2
14255,5571,1,1,5,0,0,3
157,248,1,1,12,0,0,3
12229,5702,1,0,3,0,0,2
14105,4573,1,1,14,0,1,4
13007,12089,1,1,0,1,0,2
13140,10381,0,1,0,0,0,1
4139,722,1,0,1,0,0,2
1937,14511,1,1,18,0,11,4
2604,11564,1,1,0,0,1,3
12990,13966,1,1,1,0,7,4
7461,6975,1,0,1,0,0,2
2629,5918,1,1,0,1,0,2
14540,10350,1,0,1,1,0,2
8669,14001,1,1,0,2,0,1
4678,65,1,1,42,41,1,4
1676,6990,1,1,0,0,1,2
13140,7694,0,1,0,0,0,1
1875,8573,1,1,0,1,0,2
11580,4570,1,0,2,0,0,2
12144,1917,1,0,1,0,0,2
4219,7705,1,0,1,0,0,2
2335,14427,1,0,1,0,0,1
13140,10323,1,1,0,0,0,1
13140,7013,0,1,0,0,0,1
5503,7758,0,1,0,0,1,1
14255,14042,1,0,1,0,0,2
10126,9230,1,0,0,0,1,2
13140,5722,1,0,0,0,0,1
8811,682,1,1,0,0,12,4
10193,8716,1,1,6,7,13,4
12894,14042,1,0,1,0,0,1
2604,2411,1,1,1,0,0,2
12917,12615,1,1,0,0,2,2
14540,3460,0,1,0,0,0,1
5427,12337,1,1,0,0,4,3
14082,14162,1,1,2,2,0,2
1676,3340,1,1,1,1,0,2
12912,12828,1,0,1,0,0,2
10134,1210,1,1,3,1,3,3
12082,1430,0,1,1,0,0,1
8669,831,1,1,124,18,0,4
10182,11663,1,1,1,0,3,4
10134,12546,0,1,1,0,0,1
202,12901,1,0,1,0,0,2
4912,181,1,0,1,0,0,2
4678,350,1,1,16,0,0,4
5503,13216,1,0,1,0,1,2
10193,10309,0,1,0,0,1,1
2604,7862,1,1,0,2,2,3
6794,8754,1,1,45,7,3,4
13140,6742,0,1,0,0,1,1
13140,5831,1,0,0,0,0,1
12144,785,1,1,1,0,1,2
4912,4535,1,0,1,0,0,3
3552,5579,1,1,3,3,4,4
14540,11786,1,0,0,0,0,1
13140,8512,1,1,0,0,1,2
10182,4414,1,1,0,0,4,3
10134,10935,0,1,2,0,0,1
10487,12893,1,1,9,0,8,4
12917,1265,1,1,1,0,1,2
13140,5292,1,0,0,0,0,1
2823,12930,1,0,1,0,0,2
12229,14216,1,0,2,1,7,4
2583,4788,1,1,0,0,3,3
2335,835,1,1,0,0,1,2
1690,10363,0,1,0,2,0,1
6794,2733,1,1,18,0,0,4
14540,8365,1,1,0,0,0,2
8669,350,1,0,10,1,0,3
13140,13873,1,0,0,0,0,1
12392,9125,0,1,0,0,1,1
7791,1348,1,1,0,0,1,2
4671,14537,1,1,1,0,1,2
791,5555,1,0,0,0,0,1
13140,5375,0,1,0,0,0,1
10182,6920,1,0,0,1,10,4
2584,14159,1,1,7,0,0,3
7044,377,1,1,0,0,1,2
10182,9916,1,1,0,2,2,3
11035,4435,1,1,0,0,1,2
5503,5904,1,1,0,1,1,2
10182,9422,1,1,0,0,4,3
7693,14427,1,0,3,0,0,2
13140,14427,1,0,0,0,0,1
13140,9869,0,1,0,0,0,1
1875,13336,1,1,0,1,0,2
10193,4686,0,1,1,0,0,1
8811,6741,1,1,14,11,36,4
6414,12880,1,1,5,0,2,3
2604,9932,1,0,1,0,0,2
2981,4158,1,1,1,0,1,2
157,292,1,0,1,0,0,2
12912,10182,1,0,1,0,0,2
10182,10350,1,1,3,1,7,4
14540,6234,1,1,0,0,0,2
6847,2998,1,0,1,0,0,2
10182,3384,1,1,0,0,1,2
3546,4575,1,0,1,0,0,2
10182,6210,1,0,2,0,0,2
8120,3327,1,1,1,0,0,2
10885,12951,0,1,0,0,1,1
2604,667,1,0,1,0,0,2
1517,5700,1,0,23,0,3,4
14540,11391,0,1,0,0,0,1
157,2036,1,0,2,0,0,2
12229,3679,1,1,1,3,0,2
12392,6700,0,1,0,0,3,2
12144,11275,1,1,1,5,0,3
4671,5783,1,1,0,0,5,3
10193,3546,1,1,114,3,30,4
2604,6234,1,1,5,0,0,3
3644,13661,1,1,5,2,0,3
12949,8086,0,1,0,0,0,1
5427,13213,1,1,2,0,1,2
10554,13325,1,0,3,0,0,2
4139,8012,1,1,2,0,1,1
14540,10333,0,1,0,0,0,1
2604,10957,0,1,0,14,4,4
1676,979,1,0,1,0,0,2
13140,7207,0,1,0,0,1,1
10193,2474,0,1,0,1,0,1
14255,12968,1,1,4,0,0,2
9901,325,1,0,1,0,0,2
12506,248,1,1,0,0,1,2
3743,14556,1,0,3,0,1,3
11772,3404,1,1,1,0,1,2
12949,8744,0,1,0,0,0,1
2401,12726,1,0,0,1,0,2
13140,11409,1,1,0,0,0,2
13140,11674,1,0,0,0,0,1
3552,3588,1,0,1,0,0,2
14082,4994,0,1,0,1,1,1
14540,10790,0,1,0,0,1,1
12392,10232,0,1,0,0,2,1
10182,11307,1,1,0,0,1,2
14105,13414,1,0,5,0,0,2
14540,11307,0,1,0,1,0,1
4282,9715,1,0,0,0,0,1
1517,1518,1,1,21,0,119,4
14540,13691,1,1,0,0,2,2
14540,14262,1,1,0,0,0,2
11772,3915,1,1,0,0,1,2
4139,10316,1,1,3,0,4,3
7002,12343,0,1,1,0,0,1
13140,6191,0,1,0,0,0,1
2604,5561,1,1,7,0,2,3
14082,10293,1,1,3,7,2,4
6794,14427,1,0,1,0,0,3
13140,2753,0,1,0,0,0,1
14105,13903,1,1,0,0,1,2
1352,7705,1,0,2,0,0,2
14540,10160,0,1,0,0,0,1
14105,11402,1,1,0,1,0,2
13140,8255,0,1,0,0,0,1
1352,7700,1,0,1,1,0,2
14255,11027,1,1,6,0,0,3
11769,12674,1,0,1,0,0,2
2583,8636,1,1,0,0,1,2
14540,11564,1,1,0,0,1,2
4139,10974,1,1,2,3,38,4
3230,11674,0,1,0,0,0,1
3743,13216,1,1,0,0,1,2
3230,1655,0,1,0,0,0,1
11620,12968,1,1,1,0,1,2
7044,6085,1,1,0,0,2,1
7931,4570,1,0,3,0,0,2
10134,8942,1,0,1,0,0,2
14255,13704,1,1,1,2,0,2
4139,11412,1,1,0,0,6,3
5550,6476,0,1,0,0,1,1
12894,3651,0,1,0,4,0,1
8648,8689,1,1,0,26,1,4
10487,5078,1,1,2,0,2,3
2266,7091,1,0,1,0,0,2
10193,14042,1,1,5,0,0,3
2584,181,1,0,1,0,0,2
3552,9230,1,0,9,1,1,3
1937,4452,1,1,8,0,8,4
14540,10861,1,1,0,0,0,2
8669,8092,1,0,10,0,0,3
2604,8677,1,1,1,3,0,2
5503,10550,1,1,2,0,2,3
2604,6119,1,1,0,0,3,3
13651,9356,1,1,0,3,0,2
8811,4203,1,1,1,0,0,2
4139,12919,1,1,0,0,3,3
3552,8178,1,0,1,0,0,2
11769,5147,1,1,1,0,0,2
9591,12938,1,0,7,0,1,3
2401,5407,1,1,2,1,3,3
6049,13922,1,1,5,3,0,4
12144,10550,1,1,1,3,4,3
12146,8242,1,0,10,2,0,3
3509,10465,1,1,0,0,0,1
13140,12901,1,0,0,0,0,1
14540,4258,0,1,0,0,0,1
2661,8699,0,1,3,7,0,2
14255,1703,1,0,2,0,0,2
14029,3841,1,1,0,1,0,2
10193,13336,1,1,2,2,10,4
2604,1686,1,0,4,0,0,2
8320,2384,1,1,13,5,3,4
11447,10350,1,1,2,0,0,2
1690,12352,1,1,0,1,2,3
2401,13414,1,0,1,0,0,2
14540,11039,1,1,0,2,1,3
3230,510,1,1,0,0,0,2
3546,7743,1,1,3,1,3,3
10134,12889,1,1,0,0,1,2
1875,14082,1,0,2,0,0,2
791,6124,1,0,2,0,0,2
6049,13314,1,1,1,0,0,2
12146,5174,1,1,0,1,1,2
13140,2896,0,1,0,0,1,1
14082,5521,1,1,6,1,8,4
6435,12565,1,1,1,0,0,2
4139,10961,0,1,0,0,1,1
14082,177,0,1,0,1,0,1
10134,12858,0,1,0,0,1,1
14540,1433,0,1,0,0,0,1
3230,8207,1,1,0,0,0,2
13140,12958,1,1,0,0,0,2
14029,8532,1,1,0,0,2,2
4369,4128,1,1,3,0,0,2
1875,12660,1,1,64,0,0,4
3552,14159,1,1,4,0,0,2
2604,11492,1,0,2,0,0,2
8669,12770,1,1,58,2,0,4
13140,8300,1,0,0,0,0,1
1676,6747,1,1,0,0,3,3
5503,5700,1,1,3,0,0,2
14540,3425,0,1,0,0,0,1
2532,11409,0,1,0,0,1,1
12894,2802,0,1,0,0,2,1
14540,9058,0,1,0,0,0,1
3230,9722,1,1,0,0,0,2
4621,10134,1,0,3,0,0,2
12916,5611,0,1,0,0,0,1
11037,12146,0,1,0,0,2,1
8320,13268,1,1,1,1,9,4
14029,12981,1,1,0,0,1,2
10182,13414,1,0,3,0,0,2
11769,3713,0,1,0,0,2,1
5427,2896,0,1,0,0,1,1
12990,270,1,1,1,0,9,4
10193,5888,1,1,6,1,0,3
12916,14126,1,1,0,0,0,2
5503,1770,0,1,0,0,1,1
8363,13589,0,1,0,1,0,1
4282,1703,1,0,0,0,0,1
4139,3350,1,1,0,0,26,4
14540,12539,0,1,0,0,0,1
6404,6583,1,1,0,0,0,2
4015,3129,1,1,2,0,0,2
13140,3087,1,0,0,0,0,1
14105,4641,1,1,1,3,7,4
4139,12901,1,0,1,0,0,2
6794,14408,0,1,1,0,0,1
702,13306,1,1,0,1,1,2
14082,14524,0,1,1,0,0,1
4139,2540,0,1,0,0,1,1
11252,8751,1,1,0,1,0,2
14540,6677,1,1,1,0,0,2
3552,2604,1,0,1,0,0,1
14082,2629,1,1,0,0,1,2
13140,9194,0,1,0,0,0,1
2401,6124,1,1,19,0,0,4
14082,3588,0,1,0,3,0,1
1093,13414,1,0,1,0,0,2
2584,6993,1,1,1,0,1,2
12392,7206,0,1,1,3,3,2
13140,3969,1,0,0,0,0,1
8669,8201,1,0,0,2,0,2
11772,10323,0,1,6,0,0,2
5503,7377,1,1,0,1,11,4
3230,5571,0,1,0,0,0,1
13140,6247,0,1,0,0,0,1
12949,1655,0,1,0,0,0,1
14540,6903,0,1,0,0,1,1
8669,8523,1,1,2,5,0,3
2335,10293,1,1,0,0,1,2
4139,6000,0,1,0,1,0,1
14255,5407,1,1,0,0,1,2
12144,10179,1,1,1,0,0,2
1875,12548,1,1,2,3,0,3
2583,909,1,1,0,0,1,2
2584,1272,1,1,1,0,0,2
2661,1366,1,1,1,1,10,4
2604,9291,1,1,1,0,0,2
14540,10323,0,1,2,0,0,1
1875,4191,1,1,0,1,1,2
13140,4554,0,1,0,0,0,1
12916,4565,1,1,0,0,0,2
13140,4486,1,1,0,0,0,2
5503,6006,1,1,13,0,3,4
14540,3364,0,1,0,0,0,1
5012,12901,1,0,2,0,1,2
13140,8012,1,0,0,0,0,1
10134,8169,0,1,1,0,0,1
4369,12933,1,0,0,1,0,2
12894,2069,0,1,0,2,0,1
13140,9403,1,0,0,0,0,1
13140,8918,1,0,0,0,0,1
14540,11772,1,1,0,0,0,2
3766,11491,0,1,1,10,3,3
12144,1304,0,1,1,0,0,1
10193,4943,1,1,2,1,7,4
13140,13552,1,0,0,0,0,1
6435,13414,1,0,36,0,0,4
4369,14480,0,1,1,0,0,1
2584,1265,1,1,0,0,1,2
13140,4647,1,0,0,0,0,1
3552,6692,1,1,1,2,0,2
10885,7206,1,1,0,1,0,2
237,3758,1,1,2,0,0,2
7044,7733,1,0,1,0,0,2
10193,6540,0,1,0,0,1,1
14540,4812,0,1,0,0,0,1
2604,5555,1,0,23,0,0,4
2335,13140,1,1,1,0,0,2
14082,1649,1,1,0,0,4,3
7724,8346,1,1,0,3,0,2
13140,2976,1,1,0,0,0,2
2604,13081,1,1,5,0,1,3
13140,4139,1,1,0,0,0,2
4369,2101,0,1,0,0,1,1
2661,1343,1,1,1,3,0,1
13140,8315,0,1,0,0,2,1
10777,8855,1,0,3,0,0,2
13140,14255,1,1,0,0,0,2
13140,2553,0,1,0,0,0,1
14105,1820,1,1,24,0,4,4
10487,3605,1,1,0,0,4,3
12894,3360,0,1,0,0,7,4
14082,14480,1,1,3,0,0,2
12912,180,1,0,1,0,0,2
13140,11559,1,1,0,0,0,2
10824,10183,1,0,3,0,0,1
4139,5407,1,1,0,0,1,2
10134,7155,0,1,1,0,0,1
9901,10884,1,0,1,0,0,3
7044,13720,1,0,4,1,0,2
1515,9528,1,1,9,0,1,3
14255,12665,1,1,1,0,0,2
10182,4357,0,1,0,0,1,1
237,12901,1,0,2,0,0,3
791,13871,0,1,0,0,1,1
14255,3720,1,1,3,1,2,3
11772,2240,1,1,3,0,1,3
10126,12847,1,1,10,4,4,4
12916,14200,1,1,0,0,0,2
14540,12958,1,0,1,0,0,2
8669,12481,1,0,2,8,0,3
14540,4320,0,1,0,0,0,1
1937,6610,1,1,13,3,3,4
157,6876,1,1,3,0,0,2
10182,1118,0,1,0,0,1,1
2604,8806,0,1,0,0,1,1
8971,8106,1,1,0,0,3,4
14082,2998,1,0,7,0,0,3
12894,5147,1,1,0,0,4,3
2981,1032,0,1,0,1,0,1
3230,5776,0,1,0,0,0,1
3546,13607,0,1,0,0,1,1
14540,692,1,1,0,0,0,2
13140,2411,1,1,0,0,0,2
14116,6124,1,0,1,0,0,1
5012,3261,1,0,2,0,0,2
10134,12847,0,1,0,0,1,1
2604,6423,0,1,0,0,1,1
11149,3751,1,1,4,2,0,4
4139,2947,1,1,0,0,2,2
10487,13704,1,1,0,2,8,4
4966,8201,1,0,2,0,0,2
11772,12389,1,1,0,0,6,3
9504,10737,1,0,1,0,0,2
12392,10476,0,1,0,1,0,1
4139,1364,1,0,8,0,1,3
3509,5851,1,0,0,0,0,1
14540,11004,1,0,0,0,0,1
10193,11772,1,1,0,0,1,3
12894,14159,1,1,0,0,13,4
14105,12914,1,0,2,0,0,2
14540,3277,1,1,0,0,0,3
14540,10815,1,1,0,0,1,2
10182,6329,1,1,12,7,14,4
3552,178,1,1,2,0,1,2
7899,6234,1,1,7,0,0,3
4972,12215,0,1,0,1,1,1
3230,6990,1,1,0,0,0,2
14450,10884,1,0,0,0,1,2
3552,13091,1,1,6,0,3,3
7899,6047,1,1,29,15,3,4
13140,10521,1,1,0,0,0,2
14105,8382,1,1,4,0,4,3
14540,13103,0,1,0,0,1,1
4139,7363,1,1,0,0,8,4
1676,2327,1,1,1,0,0,2
3552,10232,1,1,0,1,0,2
10085,12851,1,0,1,0,0,2
14540,9131,0,1,0,0,0,1
5503,98,0,1,0,1,3,2
6794,3698,1,1,21,12,1,4
11772,14042,1,1,101,1,0,4
13140,12360,1,1,0,0,0,2
5583,14510,1,1,1,2,1,3
4621,12824,1,1,3,1,5,4
12144,1678,1,1,0,1,0,2
4441,14042,1,1,1,0,0,2
14082,12552,1,1,0,5,3,4
1937,5524,1,1,0,0,1,2
13140,6993,0,1,0,0,0,1
13140,5969,1,0,0,0,0,1
14540,14159,1,1,7,0,0,3
3230,5562,1,1,0,0,2,2
11772,4486,1,1,0,0,1,2
12916,2036,1,1,1,0,0,2
11035,12901,1,1,10,0,0,3
10182,6300,1,1,0,0,5,3
10193,12893,1,1,1,0,0,2
8669,14427,1,0,1,0,0,2
13140,3918,0,1,0,0,0,1
12392,12382,0,1,0,0,1,1
13140,13742,0,1,0,0,0,1
12392,12847,0,1,0,0,1,1
14540,2896,1,1,0,0,2,2
10193,453,1,1,0,0,1,2
14540,14478,1,1,2,0,0,2
14001,8669,1,1,0,3,0,2
12229,10343,1,0,1,0,0,2
2604,5524,0,1,0,0,1,1
10193,14343,1,1,3,5,1,3
11252,1130,1,1,0,0,15,4
1875,3378,1,1,1,0,0,2
3546,12276,1,1,17,1,8,4
3552,9739,1,1,0,1,0,2
11769,2654,1,1,1,0,0,2
9591,6124,1,0,1,0,0,2
12917,11254,1,1,1,0,0,2
2532,12976,1,1,1,0,0,2
8648,7765,1,1,3,4,0,3
12392,11370,0,1,1,0,0,1
4369,3261,1,0,2,1,0,2
13140,11072,0,1,0,0,0,1
11772,3277,1,1,0,1,3,3
13140,1001,0,1,0,0,0,1
14540,3211,0,1,0,0,0,1
2335,3841,1,1,0,0,1,2
11772,362,1,1,8,2,3,4
4369,13626,0,1,0,3,0,1
14540,3149,1,0,2,0,1,2
10039,13317,1,1,44,20,19,4
13140,7602,0,1,0,0,0,1
14082,2544,0,1,2,0,0,1
10193,12660,1,1,31,1,0,4
14540,5375,0,1,0,0,2,1
14540,5741,1,1,4,0,0,2
14116,5320,1,0,1,0,0,2
13140,12473,0,1,0,0,0,1
1875,3404,1,1,18,1,0,4
8642,12370,0,1,0,0,1,1
7044,3147,1,1,0,5,0,3
12894,722,1,0,0,0,1,2
14540,796,1,1,0,1,1,2
11769,10737,1,1,0,0,1,2
13140,12908,0,1,0,0,0,1
2604,1894,1,0,5,2,2,3
1517,1686,1,0,13,1,0,3
2584,8720,1,1,2,0,0,2
10182,1450,1,1,0,11,1,4
3210,12822,1,1,1,0,0,3
1937,7743,1,0,0,0,1,2
13140,12919,1,0,0,0,0,1
7931,7743,1,0,1,0,1,2
14540,8535,1,1,0,0,0,2
14255,9687,1,1,2,0,6,4
14105,8370,1,1,0,0,1,2
4610,1445,0,1,1,0,0,1
2335,180,1,1,21,0,0,4
3552,10706,1,0,1,0,0,2
13140,12389,1,0,0,0,0,1
13140,4780,0,1,0,0,0,1
14540,10627,0,1,0,0,0,1
1875,7705,1,1,2,1,0,2
14082,842,1,1,0,0,1,2
13140,2100,1,0,0,0,0,1
2604,2712,1,0,1,0,0,2
11580,13226,1,0,1,0,0,2
13140,6094,0,1,0,0,0,1
5427,5049,1,1,1,0,0,2
13140,13103,1,0,0,0,0,1
13140,1603,0,1,0,0,0,1
14540,8573,0,1,0,0,0,1
9591,8990,1,1,2,0,3,3
12916,13007,0,1,0,0,0,1
12916,14508,0,1,0,0,0,1
14540,4200,0,1,0,0,0,1
14540,1227,1,0,0,0,0,1
13140,14042,1,1,2,0,0,2
11772,5959,1,1,16,1,15,4
13140,11211,1,0,0,0,0,1
12271,3843,1,1,0,2,2,3
13140,2963,0,1,0,0,2,1
7693,11992,1,1,1,0,0,3
2401,3149,1,0,0,0,2,2
13140,1633,1,1,0,0,0,2
4972,10935,1,0,2,0,2,3
10182,7255,1,0,3,12,12,4
12483,6792,1,1,2,4,0,3
12949,10226,0,1,0,0,0,1
2604,1940,1,1,1,0,0,2
13140,2717,0,1,0,0,0,1
13140,8089,0,1,0,0,0,1
5427,553,0,1,0,0,1,1
2604,377,1,1,1,0,0,2
14105,12846,1,1,14,0,6,4
12990,2509,1,1,0,0,1,3
3644,11802,1,1,2,0,0,2
13140,11405,0,1,0,0,0,1
4139,14537,0,1,0,1,6,3
8752,180,1,0,0,0,0,1
2629,10527,1,1,7,0,0,4
2604,9894,1,1,7,0,4,4
10182,9715,1,0,2,0,0,2
2604,9252,1,1,3,0,0,2
7899,1871,1,1,1,0,0,2
12704,7501,1,0,1,0,0,2
3230,13769,0,1,0,0,0,1
8553,894,0,1,0,1,0,1
14255,12901,1,1,7,0,0,3
14540,8373,0,1,0,0,1,1
2604,4931,1,0,1,0,0,2
9901,3821,1,1,1,1,2,3
1875,12190,1,0,2,0,0,2
3552,747,1,1,2,0,0,2
12912,4835,1,1,1,0,1,2
14082,11789,1,1,11,5,7,4
13140,3861,0,1,0,0,0,1
12082,13461,0,1,0,0,1,1
14540,6431,0,1,0,0,1,1
8669,10706,1,1,13,1,0,4
13140,665,0,1,0,0,1,1
12307,14592,1,1,0,6,0,3
10362,9230,1,0,1,0,0,2
11035,13414,1,0,1,0,0,2
13140,4835,1,1,0,0,1,2
1690,14515,0,1,0,4,0,1
11772,2682,1,0,1,0,1,2
13140,2145,1,1,0,0,0,2
13140,12624,0,1,0,0,0,1
14082,8230,1,1,0,1,0,2
1515,9203,1,1,0,0,1,2
10193,1041,0,1,2,0,0,1
2604,13216,1,1,9,2,3,4
4369,8087,1,1,0,1,0,2
10182,2976,1,1,0,0,1,2
10193,6700,1,1,0,1,0,2
13140,3663,0,1,0,0,0,1
12916,1348,1,1,0,0,0,2
3230,12047,0,1,0,0,0,1
9384,9829,0,1,0,0,1,1
12916,3087,1,1,0,0,0,3
13140,2401,1,1,0,0,11,4
10777,13325,1,0,2,0,0,2
2584,10527,1,1,1,1,0,2
14082,10607,0,1,0,1,7,3
4139,14159,1,1,1,0,2,3
3644,10334,1,0,7,0,0,4
10553,2718,1,1,2,0,0,1
13140,3432,0,1,0,0,0,1
6138,2712,1,1,8,0,1,3
1676,9973,0,1,1,0,0,1
14598,4451,1,0,0,0,0,1
10554,178,1,0,1,0,0,2
2583,5083,1,1,0,0,5,3
4139,10524,1,0,0,0,1,2
10182,11383,1,0,0,0,1,2
3230,2800,0,1,0,0,0,1
2604,10746,0,1,0,0,1,1
