userID1,userID2,user1Follows2,user2Follows1,numberOfMentions,NumberOfReplies,NumberOfRetweets,TrustScore
2401,12660,1,1,0,3,0,2
13140,11147,0,1,0,0,0,1
10193,1997,1,0,2,0,0,1
3230,14817,0,1,0,0,0,1
2604,541,1,1,1,0,0,2
8811,7855,1,1,4,0,0,2
7791,1210,1,1,0,0,1,2
8811,13667,1,1,1,1,2,4
10487,178,1,0,4,0,1,2
1937,11037,1,0,1,0,1,2
13140,13328,1,0,0,0,0,1
3509,14042,1,1,0,0,0,2
13140,9715,1,0,0,0,0,1
8375,180,1,0,1,0,0,2
10182,14042,1,1,24,0,0,4
8648,2865,1,1,7,7,0,4
12916,14162,1,0,0,0,0,1
1352,13414,1,0,2,0,0,2
14082,2654,1,1,2,4,0,3
2584,2896,1,1,16,0,0,4
2604,2194,1,1,1,1,0,2
14029,3550,0,1,0,0,1,1
5503,68,0,1,0,2,0,1
4621,12615,1,1,1,0,0,2
6404,180,1,0,0,0,0,1
4139,8547,0,1,0,0,1,1
14540,12973,0,1,0,0,0,1
10487,2344,1,1,0,0,2,2
13140,12828,1,0,0,0,0,1
14540,5484,1,1,2,1,1,3
11035,12968,1,1,3,0,0,1
2604,3834,1,1,0,2,0,2
13140,5971,0,1,0,0,0,1
13007,12901,1,0,1,0,0,2
14105,14046,1,1,0,0,6,3
12990,219,1,1,0,0,4,3
12046,14545,1,0,0,0,0,1
2335,7862,1,0,2,0,0,2
4139,2007,1,0,2,0,0,2
10487,3583,1,1,0,3,10,4
3552,5523,1,0,1,0,0,1
11772,2943,1,1,1,0,0,2
14540,1244,1,0,14,0,0,3
11037,491,1,1,0,3,1,3
4972,14480,1,1,9,0,0,3
1875,7913,1,1,0,0,1,2
12929,3581,0,1,0,1,0,1
14105,3916,1,1,17,8,10,4
6794,12718,1,0,3,0,1,3
10182,13503,1,1,181,80,36,4
3230,8594,1,1,0,0,0,2
11772,4252,1,0,1,0,1,2
6435,11364,1,1,5,1,0,3
14540,10798,0,1,0,0,0,1
5503,13917,0,1,0,1,1,1
10182,5569,1,0,1,0,1,2
2532,4452,1,0,6,0,3,3
14082,6245,1,0,0,0,3,2
12990,11660,1,1,1,1,12,4
11772,5186,1,1,0,0,1,2
10126,6700,1,1,0,0,4,3
12990,12866,0,1,2,1,1,2
9291,2604,1,1,0,0,1,2
10134,12940,0,1,0,0,1,1
3766,2428,0,1,0,0,6,3
2981,8756,1,1,41,1,0,4
14540,3911,1,0,0,0,0,1
2604,8365,1,1,0,21,2,4
12894,8675,1,1,0,0,1,1
3743,12660,1,0,1,0,0,2
10766,14176,0,1,1,7,0,2
14540,13212,1,0,0,0,0,1
14540,6245,1,0,1,0,0,2
10126,5291,1,1,3,0,2,3
157,14480,1,1,3,0,0,2
14105,6245,1,1,3,1,0,2
10487,6697,1,1,1,0,0,2
1875,3679,1,1,2,2,0,2
1875,9339,0,1,0,1,0,1
13140,8169,1,0,0,0,0,1
13140,10401,0,1,0,0,0,1
14255,12660,1,1,11,0,0,3
1937,5555,1,0,14,0,0,3
7693,81,0,1,0,0,1,1
14540,219,1,1,0,0,3,3
10193,9230,1,1,2,0,1,3
2604,4835,1,1,0,1,0,2
1676,12919,1,0,1,0,0,2
10885,3480,0,1,1,0,0,1
13140,9686,1,0,0,0,0,1
4139,13226,1,0,0,0,1,2
14105,12901,1,0,2,0,0,2
13007,296,1,0,0,0,1,2
4621,292,1,1,0,1,0,2
3743,1894,1,0,1,0,0,2
10193,5031,1,1,3,5,3,4
14105,12847,1,1,12,0,6,4
12894,10401,0,1,0,2,3,2
12929,61,0,1,0,0,2,1
14540,2651,1,1,0,0,0,2
10182,1265,1,1,10,4,12,4
8669,5571,1,1,5,4,0,3
11005,13032,1,0,3,0,0,2
4369,8203,1,1,7,0,0,3
14255,1343,1,1,1,4,2,3
10193,4561,1,1,17,7,8,4
11772,12957,1,0,1,0,0,2
12229,8620,1,1,0,0,1,2
14540,5233,1,1,0,0,0,2
13140,8192,1,1,0,0,1,2
14255,8201,1,1,7,11,0,4
3230,5547,0,1,0,0,0,1
13140,11761,1,0,0,0,0,1
14105,12120,1,1,2,0,2,3
4139,4835,1,1,5,3,21,4
14540,4740,0,1,0,0,1,1
13007,13046,1,1,1,0,0,2
2604,11674,1,1,0,0,2,2
5503,6385,0,1,0,0,2,1
2584,3277,1,1,12,3,4,4
11252,2963,1,1,1,0,0,3
2661,2532,0,1,0,0,4,2
13140,9722,0,1,0,0,0,1
2584,13704,1,1,2,0,0,2
14082,9279,1,1,35,1,15,4
11772,3759,1,1,24,3,17,4
7791,13636,0,1,0,0,1,1
12144,4612,1,1,1,0,0,2
11580,9291,1,0,1,0,0,1
10182,8494,1,1,1,3,8,4
12916,3277,0,1,0,0,0,1
14082,10998,1,0,1,0,0,2
8642,6933,0,1,0,1,0,1
7461,180,1,0,3,0,0,2
11772,9715,1,1,0,0,1,2
12392,14408,1,1,0,0,1,2
12916,12089,0,1,0,0,0,1
14255,14480,1,1,8,0,0,3
6847,8045,1,0,1,0,0,2
1690,2981,0,1,4,1,1,1
5503,11404,1,0,1,0,0,2
13140,14273,0,1,0,0,0,1
10182,9508,1,0,1,0,0,2
10193,177,1,1,3,4,1,3
4139,4871,1,1,0,1,8,4
11772,13768,1,0,9,0,1,3
2604,10343,1,0,1,0,0,2
11772,11564,1,1,0,0,1,2
14540,10527,1,1,0,1,2,3
14540,12849,0,1,0,0,0,1
3230,11183,1,1,0,0,0,1
11037,10935,1,1,1,0,2,3
11772,12343,1,1,1,0,0,2
12990,12841,1,1,1,0,4,3
4369,10935,0,1,1,0,0,1
2604,1323,1,1,2,7,2,4
12506,12933,1,0,3,0,0,2
10885,7986,0,1,0,0,2,1
1937,5212,1,1,1,0,1,1
9688,8253,1,1,1,2,2,3
3509,10214,1,0,0,0,0,1
3808,10506,1,1,13,0,7,4
14540,7345,0,1,0,0,0,1
2221,14537,0,1,2,0,0,1
5503,880,0,1,1,0,2,2
11252,13021,1,1,0,1,0,2
6794,1430,1,1,70,0,0,4
14082,5073,0,1,0,0,1,1
4621,12914,1,1,0,0,3,3
4139,12660,1,1,0,3,4,3
8642,1870,1,1,0,0,1,1
8669,13498,1,1,8,1,0,3
2401,10293,1,0,0,1,1,2
12916,13129,0,1,0,0,0,1
11772,4995,1,1,3,2,5,4
13140,2652,1,1,0,0,0,2
1875,12955,1,1,1,0,1,2
8719,14343,1,0,0,2,0,2
14255,11001,1,1,5,0,1,3
3078,6792,1,1,9,7,0,4
11909,9490,0,1,0,1,0,1
12929,12984,0,1,0,0,1,1
3781,3797,0,1,0,0,7,3
9291,9601,1,1,1,0,4,3
13140,1479,1,1,0,0,0,2
14540,13281,0,1,0,0,0,1
6484,4727,1,0,1,0,0,2
14255,3261,1,0,9,0,1,3
10134,10567,0,1,0,0,6,3
14082,8370,0,1,0,0,2,1
11252,2675,0,1,0,0,1,1
12506,5186,0,1,0,0,1,1
2604,11027,1,1,1,0,0,2
13140,9890,0,1,0,0,0,1
13140,8988,1,1,0,0,0,2
12144,3759,1,1,0,0,1,2
14255,5697,1,1,0,1,0,2
13140,7050,0,1,0,0,0,1
10182,8912,1,0,0,1,3,3
14540,3841,1,1,13,0,0,4
2604,4190,1,1,0,2,0,2
14255,13626,1,1,0,12,5,4
14082,2411,1,0,0,1,1,2
13140,14532,1,0,0,0,0,1
12483,525,1,1,5,0,0,4
11149,8237,1,0,1,0,0,2
12894,14435,1,1,35,0,5,4
3552,10521,1,0,1,0,0,2
8669,9252,1,0,1,0,0,2
2604,5700,1,1,53,0,3,4
12990,10714,1,1,3,0,0,2
12917,1833,1,0,0,0,1,2
12229,8178,1,1,2,0,0,2
2583,6424,1,1,0,0,1,2
10182,12615,1,1,0,1,0,2
7899,8858,0,1,12,0,0,3
6138,14360,1,1,13,3,3,4
12506,12901,1,0,32,0,8,4
14540,4128,0,1,0,0,0,1
14540,11797,0,1,0,0,0,1
4139,12726,1,1,1,5,3,3
4369,6700,1,1,6,0,0,3
1517,4572,0,1,0,1,0,1
10193,12214,1,1,7,0,8,4
14082,3734,1,1,4,1,6,4
14540,4359,1,0,0,0,0,1
11620,12936,1,0,1,0,0,2
13140,361,1,0,0,0,0,1
12912,7862,1,0,1,0,0,2
13140,11564,1,1,0,0,2,2
2629,14082,1,1,2,1,0,2
2823,9046,1,1,8,1,0,3
5503,14486,1,1,0,0,3,3
14540,12334,1,0,0,0,0,1
6404,6623,1,1,0,2,0,2
14540,7742,0,1,0,0,0,1
10182,13456,0,1,0,0,1,1
13140,9989,0,1,0,0,0,1
14540,3591,0,1,0,0,0,1
5503,4346,0,1,0,1,1,1
14540,13600,1,1,0,0,0,2
11149,181,1,0,2,0,0,2
12949,3886,1,1,0,0,0,2
2401,11027,1,1,0,4,3,3
2604,205,1,1,5,1,4,4
13140,12894,1,0,1,0,0,2
10182,13595,1,1,0,1,1,2
11772,7862,1,1,9,0,1,3
14082,12847,0,1,0,0,3,2
14540,12938,1,0,0,0,0,1
2604,10517,0,1,0,0,1,1
13140,3213,0,1,0,0,0,1
12229,7363,1,0,8,3,0,3
13140,13065,1,0,0,0,0,1
10837,6192,1,0,1,0,0,2
2661,11712,0,1,0,0,1,1
10182,1430,1,1,0,6,3,3
2604,8669,0,1,1,5,0,2
3644,11345,1,1,4,0,10,4
10193,11037,1,0,1,0,0,2
4139,3969,0,1,0,0,1,1
13140,10746,1,1,0,0,0,2
13140,5161,0,1,0,0,0,1
12894,13483,0,1,0,0,1,1
12929,6476,0,1,0,0,1,1
13140,3447,1,1,0,0,0,2
11037,7894,0,1,0,0,2,1
1517,14435,1,0,2,0,0,2
10193,180,1,0,1,0,0,2
12392,1814,0,1,0,0,4,2
1937,14435,1,0,3,0,0,2
14540,2411,1,0,0,0,0,1
8669,6920,1,0,5,0,0,2
3546,12230,1,1,0,1,2,3
14029,248,1,1,6,0,0,3
14540,8612,0,1,0,2,0,1
11772,11004,1,1,2,0,1,2
13140,8263,1,1,0,0,0,2
11772,8201,1,0,0,0,1,2
14082,77,1,1,0,1,1,2
13140,2826,0,1,0,0,0,1
14029,11660,1,1,0,0,1,2
1937,9715,1,1,1,0,0,2
12144,13007,0,1,1,0,1,1
10182,14261,1,1,0,3,0,2
3230,1433,0,1,0,0,0,1
13140,6714,0,1,0,0,0,1
9291,3147,1,1,4,2,0,3
13140,11015,1,0,0,0,0,1
2532,8711,1,1,6,0,0,3
4972,6916,1,1,0,10,0,3
14082,13948,1,0,12,3,0,4
14540,8792,0,1,0,0,0,1
4678,7682,1,1,0,14,1,4
1676,253,1,1,2,1,1,3
157,3261,1,0,1,0,0,2
10487,4681,1,1,23,1,5,4
12912,10537,1,1,1,2,2,3
3390,3027,1,1,2,3,0,4
8669,8754,1,1,8,5,0,4
6404,8700,0,1,0,0,0,1
14540,5923,1,1,0,0,0,2
702,13305,1,1,0,0,1,2
14082,11825,1,0,2,0,1,2
14540,8718,0,1,0,0,0,1
14255,12851,1,0,2,0,0,1
10193,8365,1,1,1,3,0,2
12307,12210,1,1,40,0,0,4
14082,7738,0,1,0,0,1,1
6435,8300,1,1,11,1,0,3
10193,4900,1,1,2,3,0,3
11772,13903,0,1,0,0,1,1
9291,1870,1,1,4,1,0,3
10182,13332,1,1,1,0,1,2
14082,1369,1,1,4,20,40,4
6794,13503,1,1,13,0,0,4
2604,6435,1,1,1,2,0,2
14105,12337,1,0,1,0,1,2
11884,9563,0,1,0,1,0,1
14082,10567,1,1,4,7,33,4
12229,377,1,0,0,1,0,2
10182,12215,1,0,0,0,2,2
5503,12959,0,1,0,0,3,2
791,12936,1,0,1,0,0,2
3230,9125,1,1,0,0,0,2
2981,4391,1,1,0,0,1,2
12949,12700,1,0,0,0,0,1
6435,5888,1,1,18,0,0,4
10193,4563,0,1,0,0,1,1
12483,12547,1,0,3,6,0,3
13662,270,1,1,0,0,1,2
12506,14305,1,1,0,1,1,2
2604,8716,1,1,0,2,4,3
13140,5712,0,1,0,0,0,1
13140,11894,0,1,0,0,0,1
1875,453,1,1,0,1,0,2
10193,8242,1,0,3,0,1,2
2604,2869,1,1,0,1,0,2
12392,7192,0,1,0,0,1,1
8669,11370,1,0,1,0,0,2
11772,1265,1,1,1,1,2,4
14540,541,0,1,0,0,0,1
10182,12399,1,1,0,1,1,2
1875,2652,1,1,0,1,0,2
13140,5260,1,1,0,0,0,2
10182,6741,1,1,0,0,1,2
7002,8817,1,0,1,0,0,2
11772,3797,1,1,1,0,7,4
14255,6990,1,1,0,1,1,2
2583,5831,1,1,1,0,0,2
14540,10438,0,1,0,0,0,1
2401,6435,0,1,0,0,1,1
3230,922,0,1,0,0,0,1
14540,10233,0,1,0,0,0,1
3546,9894,1,1,15,0,8,4
10182,2028,1,1,0,0,1,3
12912,12958,1,1,3,0,0,2
14273,6311,1,1,6,0,0,3
10182,8751,1,1,0,0,1,2
11773,12389,0,1,3,0,1,2
13140,7230,0,1,0,0,0,1
10487,5959,1,1,2,0,2,3
2584,14540,1,1,18,7,0,4
3552,3184,1,0,0,0,1,2
13140,6925,0,1,0,0,0,1
11572,9017,1,1,0,1,0,2
2661,13626,0,1,0,0,1,1
3230,13646,0,1,0,0,0,1
10193,12616,1,1,0,0,1,2
11620,13483,1,1,0,0,3,3
14540,5888,0,1,0,0,0,1
2981,4533,0,1,0,0,1,1
7791,11342,1,0,0,1,1,2
11769,14478,1,0,1,0,0,2
14540,12120,1,1,0,0,1,2
4621,12660,1,1,1,0,0,2
13140,13064,0,1,0,0,0,1
14082,12979,0,1,0,1,0,1
11909,781,1,1,0,0,13,4
4369,11780,1,0,1,0,0,2
4139,11564,1,1,0,0,4,3
10134,9254,0,1,3,0,3,2
14549,14585,1,1,2,10,2,4
10182,6209,1,1,2,7,32,4
14540,302,0,1,0,0,0,1
13140,7355,1,0,0,0,0,1
157,13995,1,0,1,0,0,2
7002,9113,1,1,0,1,0,2
14105,3911,1,0,0,0,1,1
4139,8192,1,1,0,1,4,3
14540,12894,1,1,0,0,0,2
1937,8675,1,0,1,0,0,2
12912,13770,1,0,1,0,0,2
14540,5380,1,1,0,0,1,2
12229,14343,1,0,3,8,2,4
10182,6470,1,1,0,0,2,2
1875,12880,1,1,1,0,0,2
3230,7111,0,1,0,0,0,1
14598,4789,1,1,3,0,10,4
12894,1479,0,1,0,0,1,1
14029,956,0,1,0,0,1,1
14029,6993,1,1,0,0,1,2
13140,13414,1,1,1,0,2,3
4972,13920,1,0,3,0,1,2
7002,8072,1,1,4,3,2,3
10487,11370,1,1,25,4,13,4
1517,12276,1,0,5,0,0,2
11772,1277,1,1,0,0,1,2
10885,12348,0,1,0,0,3,2
2604,10198,0,1,0,3,0,1
14598,2800,1,1,5,2,5,4
11252,10527,1,1,2,0,0,2
12229,14267,1,1,14,0,0,4
6435,2979,0,1,0,2,0,1
3230,12665,1,1,0,0,0,2
14082,4510,0,1,0,0,2,1
1937,9506,1,0,2,0,1,2
10182,2811,0,1,0,0,1,1
2584,2327,1,0,2,0,0,2
2583,1642,1,1,1,0,1,2
202,14042,1,0,1,0,0,2
8648,1523,1,1,0,5,2,3
11772,7602,1,1,0,0,3,3
14105,81,1,1,0,1,0,2
1937,1364,1,0,1,0,0,2
4139,4486,1,1,0,0,1,2
14082,12958,1,0,1,0,0,2
4966,12901,1,0,4,0,0,2
14540,4015,0,1,0,0,0,1
11772,49,1,1,1,0,0,2
8752,13414,1,0,1,0,0,1
14082,5300,0,1,1,2,0,1
10134,5073,0,1,0,0,1,1
202,5209,1,1,4,4,0,3
8669,12726,1,0,9,0,0,3
14540,12392,1,0,0,0,0,1
3808,10060,1,0,1,0,0,2
13140,5923,0,1,0,0,0,1
10182,12842,1,1,1,0,1,2
13140,12983,1,0,0,0,0,1
4678,12915,1,0,2,0,0,1
13140,181,1,1,0,0,6,3
10182,88,1,1,0,7,6,4
9422,10182,1,1,22,0,0,4
10193,9576,1,1,0,0,5,3
2526,10938,1,1,2,0,2,3
5503,7705,1,1,2,0,1,2
2604,6192,1,0,2,0,0,2
5503,254,1,0,0,1,0,2
1517,7850,1,1,1,0,0,2
2604,14435,1,1,5,0,0,3
3230,3985,0,1,0,0,0,1
14540,10643,0,1,0,0,3,2
11772,1616,0,1,0,1,0,1
3552,9279,1,0,2,0,0,2
3552,9298,1,1,0,0,1,2
14105,5492,1,0,5,0,0,2
2401,2695,0,1,0,2,2,2
2584,8300,1,0,8,0,0,3
7693,5291,1,1,0,0,1,2
12916,11402,0,1,0,0,0,1
2629,12393,0,1,3,0,1,2
14082,1870,1,0,2,0,0,2
11772,2323,1,1,0,0,3,3
6794,2545,1,1,2,0,0,2
10193,12615,1,1,1,0,0,2
14540,10645,1,0,0,0,0,1
12916,1124,1,1,0,0,0,2
11772,5301,0,1,0,0,1,1
14540,14029,1,1,0,0,0,2
14255,8897,1,1,0,1,3,4
14105,2513,1,0,0,0,3,2
12392,3,0,1,1,0,0,1
14540,14486,1,1,0,0,0,3
10182,13411,1,1,74,3,16,4
202,11841,1,1,3,2,0,3
14082,10417,1,1,2,0,0,2
10193,13414,1,1,9,0,0,3
13140,13088,0,1,2,0,2,2
9291,452,1,1,4,1,0,3
1875,10517,1,1,0,1,0,2
10182,6751,1,1,0,4,0,2
2584,1430,1,0,1,0,0,2
14540,2975,1,1,0,0,2,2
14540,3617,0,1,0,0,0,1
1676,8495,0,1,0,0,4,2
11772,444,0,1,0,1,0,1
13140,14750,0,1,0,1,0,1
3023,10841,1,1,1,0,1,2
10182,14349,0,1,0,0,5,2
14540,5817,1,0,0,0,0,1
12916,178,0,1,0,0,0,1
6794,1277,1,0,0,0,1,2
8669,13216,1,0,2,0,0,1
3230,9002,1,1,0,0,0,3
3546,1435,0,1,0,0,2,1
1875,10998,1,0,1,0,0,2
1676,7705,1,1,10,0,0,3
6404,3585,0,1,0,0,0,1
9422,4247,1,1,2,0,0,2
3509,6778,1,1,0,0,0,2
12912,6245,1,0,2,0,0,2
3230,3352,1,1,0,0,0,2
5503,2425,0,1,0,1,0,1
14540,877,0,1,0,0,0,1
14540,5959,1,1,8,1,23,4
2584,919,1,1,0,2,0,2
14255,8203,1,1,30,0,0,4
10487,13801,1,1,0,0,4,3
1690,10182,1,1,3,0,0,2
4139,2335,1,1,0,0,1,2
14540,11013,0,1,0,0,0,1
14029,979,0,1,0,0,2,1
10182,323,1,1,1,1,23,4
13140,5959,1,0,0,0,0,1
2604,14556,1,0,5,0,3,3
2604,1265,1,1,2,0,3,3
14540,3360,0,1,0,0,1,1
2604,9822,1,1,17,0,0,4
5503,2073,0,1,0,0,1,1
14540,11268,1,1,2,0,3,3
3509,10610,1,0,0,0,0,1
1875,14042,1,0,1,1,0,2
4139,835,1,1,5,0,7,4
12916,5918,0,1,0,0,0,1
1352,9229,1,0,1,1,0,2
14255,10179,1,1,0,2,0,2
10193,3340,1,1,1,0,1,3
1875,9576,1,1,3,4,0,3
14105,14508,1,1,0,0,2,2
2604,5559,1,1,4,0,0,2
8617,3726,0,1,3,0,0,1
13140,12912,0,1,0,0,0,1
10182,11409,1,1,1,0,1,2
5674,6124,1,0,7,0,0,4
13140,12824,1,1,0,0,0,2
5583,14042,1,1,1,0,1,2
13140,2581,0,1,0,0,0,1
8669,6192,1,0,1,0,0,2
10885,1091,0,1,1,1,0,1
6404,12841,1,1,0,0,1,2
13140,9570,1,1,0,0,0,2
4139,14435,1,0,47,0,1,4
12506,3360,0,1,0,0,1,1
1690,1430,1,1,22,0,0,4
10182,6631,1,1,0,1,0,2
2604,8300,1,1,10,10,1,4
1875,5700,1,0,3,0,0,2
14540,9305,1,1,1,1,0,2
14540,12724,1,1,0,0,0,2
12916,747,1,1,1,0,0,2
5427,12546,1,1,0,0,1,2
13140,7705,1,1,0,0,1,2
14540,2760,1,1,2,0,3,4
14540,6711,0,1,1,0,0,1
13140,5597,1,1,0,0,2,2
13140,2785,0,1,0,0,0,1
3230,13475,1,1,0,0,0,2
6794,10460,1,0,0,1,0,2
8759,14183,1,0,1,0,0,2
14082,10134,1,0,2,0,1,2
14105,2076,1,1,4,0,1,3
14105,6488,1,1,1,0,0,2
14029,14042,1,1,3,0,0,2
1875,4221,1,0,1,0,0,2
13140,10103,1,1,0,0,0,2
14540,8797,0,1,0,0,0,1
12324,11097,0,1,0,0,1,1
6794,4995,1,1,11,5,12,4
7184,3952,1,1,1,1,0,2
14082,9049,0,1,0,0,5,2
3230,12996,0,1,0,0,0,1
3230,13742,0,1,0,0,0,1
9591,8178,0,1,1,0,1,1
14082,12300,0,1,0,1,1,1
14540,9203,1,0,0,0,0,1
6435,8573,1,1,0,1,0,2
13140,3371,0,1,0,0,0,1
10182,361,1,0,0,0,1,2
11884,1055,1,1,24,7,0,4
11772,11341,1,1,0,0,3,3
4139,2267,1,1,1,0,0,2
10193,9550,1,1,9,2,2,4
12083,10527,1,1,1,0,0,2
2584,13414,1,0,1,0,0,2
12917,13129,1,1,1,0,1,2
2532,10698,1,1,0,0,5,3
11580,8045,1,0,1,0,0,2
4139,4208,1,1,0,0,1,2
13140,5473,0,1,0,0,1,1
3230,2975,1,1,0,0,0,2
3552,3085,1,0,8,0,6,4
11772,12120,1,1,0,0,1,2
10182,3698,1,1,0,0,3,3
14082,13626,0,1,0,1,0,1
10182,6651,1,1,0,0,1,2
13140,2725,0,1,0,0,2,1
10182,12552,1,1,3,1,1,3
9291,5559,1,1,2,0,1,2
1875,14159,1,1,3,0,0,2
14029,721,0,1,0,0,1,1
12929,919,0,1,0,0,1,1
10134,10527,1,1,1,3,0,2
2335,12936,1,0,5,0,0,2
5503,1805,0,1,0,1,1,1
1352,14211,1,1,25,1,8,4
10182,296,1,1,0,0,4,3
10193,254,1,1,0,4,0,1
14540,2963,1,1,6,2,0,3
12392,12951,0,1,0,0,1,1
7461,1937,1,1,1,0,0,2
1517,13081,1,0,20,0,1,4
7021,5485,1,1,0,0,2,2
3552,12714,1,0,2,0,0,2
1517,5702,1,0,1,0,0,2
14255,3731,1,1,6,1,0,3
12894,4219,0,1,0,1,0,1
12916,13781,0,1,0,0,5,2
13140,13279,0,1,0,0,0,1
3230,6602,1,1,0,0,0,2
5583,5464,1,1,0,0,1,2
13140,5018,0,1,0,0,0,1
6847,14435,1,0,1,0,0,2
1690,13734,1,1,0,0,1,2
10885,860,1,1,1,5,7,4
8811,6185,1,1,1,0,1,2
10126,8169,1,1,0,0,1,2
8669,14478,1,0,1,0,0,2
10134,4681,1,1,3,0,0,2
10182,455,1,1,1,0,1,2
13140,3319,0,1,0,0,0,1
5503,2907,0,1,0,0,1,1
10182,11660,1,0,0,0,2,2
2401,180,1,0,1,0,0,2
10193,2701,1,1,1,1,1,2
7044,2654,1,0,1,0,0,2
14540,10917,0,1,0,0,0,1
11252,10243,0,1,0,0,1,1
10182,13895,1,0,1,0,6,3
10134,11081,0,1,0,0,1,1
3230,8442,1,1,0,0,0,2
14255,1049,1,1,3,0,1,3
5503,3527,0,1,0,0,1,1
202,8691,1,1,2,0,1,2
12916,1940,1,0,0,0,0,1
2823,1787,1,1,3,4,0,3
6138,5695,1,0,0,2,2,2
14029,7166,0,1,0,0,1,1
12916,77,0,1,0,0,0,1
1875,13768,1,0,0,0,1,2
14082,1732,1,1,1,0,0,2
10134,4994,1,1,1,1,0,2
14082,12343,1,1,1,2,1,3
14540,4810,1,0,0,0,2,2
13140,3555,0,1,0,0,0,1
13140,9888,0,1,0,0,0,1
7586,180,1,0,1,0,0,2
2604,5503,1,1,0,0,1,2
12144,5918,0,1,0,0,1,1
5427,1288,1,1,1,0,0,3
14540,1623,1,0,3,0,1,2
12916,5047,0,1,0,0,0,1
14540,11187,1,1,0,0,1,3
5503,10746,1,1,6,0,7,4
12916,327,1,1,0,0,1,2
13140,3211,0,1,0,0,0,1
14540,12604,1,1,0,0,1,2
2584,1940,1,0,2,0,0,2
14029,4041,0,1,0,0,1,1
12894,4208,0,1,0,1,1,1
6847,6488,1,0,1,0,0,2
9422,7679,1,1,0,1,0,2
14540,12964,0,1,0,0,0,1
12916,330,1,0,0,0,0,1
2604,13694,1,1,0,4,0,2
14540,2344,0,1,0,0,2,1
3078,13560,1,1,0,2,0,3
14540,8178,1,1,8,0,1,3
14082,14169,1,1,5,2,10,4
13140,2947,1,0,0,0,1,3
1517,1084,1,0,1,0,0,2
14082,1210,0,1,0,0,1,1
13140,13694,1,1,0,0,0,2
6794,6311,1,1,16,2,0,4
4972,4948,1,0,3,0,4,3
2604,7658,0,1,0,2,1,1
12324,9888,0,1,0,0,3,2
14082,12940,0,1,0,0,6,3
13140,10969,0,1,0,0,0,1
6794,3341,0,1,0,1,0,1
12894,5888,1,1,0,0,1,2
3552,1343,1,1,1,1,0,2
10487,10664,1,1,0,0,1,2
2629,10517,0,1,1,0,0,1
12949,6194,1,1,0,0,0,2
11037,1937,0,1,1,0,1,1
2584,11035,1,0,0,0,1,2
8669,1164,1,1,8,11,1,4
10182,1820,1,1,0,0,2,2
14082,1387,1,1,0,0,1,3
13140,5503,1,1,0,0,1,2
9291,14343,1,0,1,0,0,2
2604,4208,1,1,0,1,0,2
14105,2991,1,1,0,0,1,2
14029,4680,1,1,0,0,1,2
9291,14435,1,1,0,0,1,2
3144,506,0,1,0,0,1,1
4139,6488,1,0,8,0,1,3
10193,3149,1,0,2,0,0,2
7044,1451,1,1,1,2,0,2
2532,9229,1,0,3,0,0,2
3743,705,1,0,1,0,0,2
12916,1032,1,1,0,0,0,2
10885,3731,0,1,1,0,0,1
13140,1244,1,0,0,0,0,1
6404,7618,0,1,0,0,0,1
4194,12674,1,0,7,0,0,3
4972,2800,1,1,3,0,3,3
13140,10968,1,1,0,0,0,2
2266,1241,1,0,2,0,0,2
14540,2765,0,1,0,0,0,1
12916,1328,1,1,0,0,0,2
10487,14435,1,0,6,0,1,3
8642,13839,1,1,1,0,0,2
2604,3579,1,1,0,0,1,2
14540,181,1,0,4,0,0,2
14029,6989,0,1,0,0,2,1
1352,5291,1,0,2,0,0,1
14540,12915,1,0,0,0,0,1
4972,12848,1,1,115,25,0,4
13140,13332,0,1,0,0,0,1
4369,180,1,0,1,0,0,2
14082,8169,1,1,3,0,2,4
8811,6210,1,1,1,3,0,2
10182,10193,1,1,0,0,1,1
4621,12883,1,0,1,0,0,2
12929,8248,0,1,0,0,1,1
13140,9107,0,1,0,0,0,1
14540,12608,1,1,3,0,0,2
5012,3257,1,1,0,1,0,2
1352,8918,1,0,3,4,0,4
10193,4208,0,1,0,0,1,1
10134,10346,1,1,3,0,2,3
5503,10701,1,1,0,1,10,4
2604,1517,1,1,0,1,3,3
10182,10453,1,1,0,21,10,4
4139,5579,1,1,0,0,1,2
14105,13672,1,1,1,0,0,2
13651,8855,1,0,1,0,0,1
13007,5815,0,1,0,0,1,1
13140,1731,1,1,0,0,0,2
10487,11242,1,0,11,2,5,4
5503,6124,1,0,1,0,0,2
14540,11591,0,1,0,0,0,1
12929,4737,0,1,0,0,1,1
10182,6711,1,1,7,2,0,3
12392,1723,0,1,0,1,0,1
2401,6488,1,0,10,0,0,3
12990,1080,1,0,2,0,0,2
11149,5292,1,0,2,0,0,2
13140,476,0,1,0,0,0,1
2584,7642,1,1,1,0,0,2
2604,1613,1,1,3,9,1,4
1676,10323,1,1,2,0,0,2
10182,3054,1,1,0,0,1,2
11149,12487,1,0,1,0,0,2
14029,2725,1,1,0,1,13,4
12916,5159,0,1,0,0,0,1
11620,3149,1,0,1,0,0,2
3230,8812,0,1,0,0,0,1
12894,13454,0,1,0,0,1,1
14255,4190,1,1,2,0,0,2
4015,12392,1,0,1,0,0,2
14105,1756,1,1,2,2,0,2
12949,5853,1,1,0,0,1,2
3230,5729,1,1,0,0,0,1
13140,10316,1,0,0,0,0,1
13140,3340,1,0,0,0,0,1
